Delivery Method,Area Codes,Area Name,Region,Rural,Rural Charge
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8543,Harewood,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8544,Harewood,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8545,Burnside,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8546,Belfast,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8640,Dallington,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8641,New Brighton,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8642,Bromley,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8643,Aranui,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8840,Sumner,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8841,Lyttelton,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8842,North New Brighton,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8941,Diamond Harbour,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",8942,Diamond Harbour,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",9446,Kurow,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",9447,Otematata,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 1 (Kaikoura, Cheviot, Amberley, Woodend, Rangiora, Kaiapoi)",9448,Omarama,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 2 (Hanmer Springs, Temuka, Ashburton,Timaru, Waimate, Temuka)",7772,Mitcham,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 2 (Hanmer Springs, Temuka, Ashburton,Timaru, Waimate, Temuka)",7774,Flemington,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 2 (Hanmer Springs, Temuka, Ashburton,Timaru, Waimate, Temuka)",7776,Lyndhurst,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 2 (Hanmer Springs, Temuka, Ashburton,Timaru, Waimate, Temuka)",7777,Seafield,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 2 (Hanmer Springs, Temuka, Ashburton,Timaru, Waimate, Temuka)",7778,Mayfield,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 2 (Hanmer Springs, Temuka, Ashburton,Timaru, Waimate, Temuka)",7392,Hanmer Springs,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 2 (Hanmer Springs, Temuka, Ashburton,Timaru, Waimate, Temuka)",7985,Waitohi Flat,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 2 (Hanmer Springs, Temuka, Ashburton,Timaru, Waimate, Temuka)",7973,Seadown,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 2 (Hanmer Springs, Temuka, Ashburton,Timaru, Waimate, Temuka)",7974,Claremont,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 2 (Hanmer Springs, Temuka, Ashburton,Timaru, Waimate, Temuka)",7975,#N/A,#N/A,#N/A,#N/A
"Shipping -  Cantebury Zone 2 (Hanmer Springs, Temuka, Ashburton,Timaru, Waimate, Temuka)",7977,Waihaorunga,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 2 (Hanmer Springs, Temuka, Ashburton,Timaru, Waimate, Temuka)",7978,Waimate,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 2 (Hanmer Springs, Temuka, Ashburton,Timaru, Waimate, Temuka)",7979,Waihao Forks,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 2 (Hanmer Springs, Temuka, Ashburton,Timaru, Waimate, Temuka)",7980,Morven,Canterbury,TRUE,39
"Shipping -  Cantebury Zone 2 (Hanmer Springs, Temuka, Ashburton,Timaru, Waimate, Temuka)",7334,Hanmer Forest Park,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 2 (Hanmer Springs, Temuka, Ashburton,Timaru, Waimate, Temuka)",7700,Allenton,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 2 (Hanmer Springs, Temuka, Ashburton,Timaru, Waimate, Temuka)",7910,Fairview,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 2 (Hanmer Springs, Temuka, Ashburton,Timaru, Waimate, Temuka)",7920,Temuka,Canterbury,FALSE,0
"Shipping -  Cantebury Zone 2 (Hanmer Springs, Temuka, Ashburton,Timaru, Waimate, Temuka)",7924,Waimate,Canterbury,FALSE,0
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",7581,Akaroa,Christchurch,TRUE,39
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",7582,Wainui,Christchurch,TRUE,39
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",7583,Robinsons Bay,Christchurch,TRUE,39
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",7672,Motukarara,Christchurch,TRUE,39
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",7674,Springston South,Christchurch,TRUE,39
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",7676,Templeton,Christchurch,TRUE,39
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",8972,Pigeon Bay,Christchurch,TRUE,39
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",7591,Ataahua,Canterbury,TRUE,39
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",8971,Allandale,Canterbury,TRUE,39
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",7476,Eyrewell Forest,Christchurch,FALSE,0
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",7520,Akaroa,Canterbury,TRUE,0
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",7604,Prebbleton,Canterbury,FALSE,0
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",7608,Lincoln,Canterbury,FALSE,0
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",8011,Addington,Canterbury,FALSE,0
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",8013,Christchurch,Canterbury,FALSE,0
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",8014,Christchurch Central,Canterbury,FALSE,0
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",8022,Cashmere,Canterbury,FALSE,0
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",8023,Beckenham,Canterbury,FALSE,0
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",8024,Addington,Canterbury,FALSE,0
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",8025,Halswell,Christchurch,FALSE,0
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",8041,Addington,Canterbury,FALSE,0
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",8042,Avonhead,Canterbury,FALSE,0
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",8051,Belfast,Canterbury,FALSE,0
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",8052,Belfast,Canterbury,FALSE,0
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",8053,Bishopdale,Canterbury,FALSE,0
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",8061,Aranui,Canterbury,FALSE,0
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",8062,Brighton,Canterbury,FALSE,0
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",8081,Ferrymead,Canterbury,FALSE,0
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",8082,Cass Bay,Canterbury,FALSE,0
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",8083,Belfast,Canterbury,FALSE,0
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",7615,#N/A,#N/A,#N/A,#N/A
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston", 7670,#N/A,#N/A,#N/A,#N/A
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",7612,Pegasus,Christchurch,FALSE,0
"Shipping -  Christchurch (Cantebury) incl. Prebbleton, Lincoln, Rolleston",7076,Rollerston,Christchurch,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9779,Balfour,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9791,Dipton,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9771,Conical Hills,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9772,Pukerau,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9773,Wendon Valley,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9774,Mataura,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9775,Waikoikoi,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9776,Riversdale,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9777,Waipounamu,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9871,Woodlands,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9872,Mabel Bush,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9874,Waianiwa,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9875,Fortrose,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9876,Makarewa,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9879,Otatara,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9877,Awarua Plains,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9792,Mossburn,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9793,Kingston,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9794,Lumsden,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9689,Ngaro,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9682,Eastern Bush,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9683,Fairfax,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9881,Round Hill,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9883,Gummies Bush,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9679,Te Anau,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9672,The Key,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9884,Niagara,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9691,Wairoto,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9778,Garston,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9781,Lochiel,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9783,South Hillend,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9891,Glenham,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9892,Mokoreta,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9893,Kamahi,Southland,TRUE,39
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9600,Te Anau,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9610,Otautau,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9620,Tuatapere,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9630,Nightcaps,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9635,Birchwood,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9710,Croydon,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9712,Mataura,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9720,Winton,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9730,Lumsden,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9810,Anderson Park,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9812,Appleby,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9814,Bluff,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9816,Wallacetown,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9822,Riverton,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9825,Edendale,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9831,Wyndham,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9356,Mataura,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9640,Te Anau,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9641,Otautau,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9642,Tuatapere,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9643,Manapouri,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9644,Nightcaps,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9645,Ohai,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9740,East Gore,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9741,Winton,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9742,Lumsden,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9743,Waikaka,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9744,Riversdale,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9745,Waikaia,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9746,Balfour,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9747,Mossburn,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9749,Athol,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9750,Garston,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9752,Dipton,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9782,Otapiri Gorge,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9818,Halfmoon Bay (Oban),Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9840,Richmond,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9841,Glengarry,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9842,East End,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9843,Waikiwi,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9844,Strathern,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9845,Hawthorndale,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9846,Half-moon Bay,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9847,Riverton,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9848,Edendale,Southland,FALSE,0
"Shipping -  Southland (Invercargill, Gore, Winton, Te Anau)",9849,Wyndham,Southland,FALSE,0
Shipping -  West Coast (Springs Junction),7895,Crushington,West Coast,TRUE,39
Shipping -  West Coast (Others),7871,Ikamatua,West Coast,TRUE,39
Shipping -  West Coast (Others),7884,Harihari,West Coast,TRUE,39
Shipping -  West Coast (Others),7893,Oparara,West Coast,TRUE,39
Shipping -  West Coast (Others),7875,Aickens,West Coast,TRUE,39
Shipping -  West Coast (Others),7873,Barrytown,West Coast,TRUE,39
Shipping -  West Coast (Others),7892,Te Kuha,West Coast,TRUE,39
Shipping -  West Coast (Others),7802,Coal Creek,West Coast,FALSE,0
Shipping -  West Coast (Others),7803,Nine Mile,West Coast,FALSE,0
Shipping -  West Coast (Others),7805,Blaketown,West Coast,FALSE,0
Shipping -  West Coast (Others),7810,Hokitika,West Coast,FALSE,0
Shipping -  West Coast (Others),7811,Kaniere,West Coast,FALSE,0
Shipping -  West Coast (Others),7812,Ross,West Coast,FALSE,0
Shipping -  West Coast (Others),7822,Hector,West Coast,FALSE,0
Shipping -  West Coast (Others),7823,Granity,West Coast,FALSE,0
Shipping -  West Coast (Others),7825,Cape Foulwind,West Coast,FALSE,0
Shipping -  West Coast (Others),7830,Reefton,West Coast,FALSE,0
Shipping -  West Coast (Others),7832,Awatuna,West Coast,FALSE,0
Shipping -  West Coast (Others),7840,Cobden,West Coast,FALSE,0
Shipping -  West Coast (Others),7841,Runanga,West Coast,FALSE,0
Shipping -  West Coast (Others),7842,Hokitika,West Coast,FALSE,0
Shipping -  West Coast (Others),7843,Ahaura,West Coast,FALSE,0
Shipping -  West Coast (Others),7844,Haast,West Coast,FALSE,0
Shipping -  West Coast (Others),7845,Moana,West Coast,FALSE,0
Shipping -  West Coast (Others),7846,Ikamatua,West Coast,FALSE,0
Shipping -  West Coast (Others),7848,Waimangaroa,West Coast,FALSE,0
Shipping -  West Coast (Others),7851,Reefton,West Coast,FALSE,0
Shipping -  West Coast (Others),7856,Franz Josef/Waiau,West Coast,FALSE,0
Shipping -  West Coast (Others),7857,Whataroa,West Coast,FALSE,0
Shipping -  West Coast (Others),7859,Weheka,West Coast,FALSE,0
Shipping -  West Coast (Others),7860,Ross,West Coast,FALSE,0
Shipping -  West Coast (Others),7861,Kumara,West Coast,FALSE,0
Shipping -  West Coast (Others),7865,Charleston,West Coast,FALSE,0
Shipping -  West Coast (Others),7866,Carters Beach,West Coast,FALSE,0
Shipping -  West Coast (Others),7867,Hector,West Coast,FALSE,0
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9391,Clyde,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9392,Fruitlands,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9393,Chatto Creek,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9271,Glenomaru,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9272,Hillend,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9273,Warepa,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9274,Greenfield,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9091,Kuri Bush,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9583,Clinton,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9584,Clinton,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9384,Gibbston,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9383,Lindis Crossing,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9076,Wingatui,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9077,Portobello,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9372,Glenorchy,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9281,Kaitangata,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9282,Wangaloa,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9591,Beaumont,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9593,Waitahuna,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9596,Ngapuna,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9597,Rocklands,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9598,Ngapuna,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9291,Milburn,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9292,Tokoiti,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9092,Mosgiel,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9492,Kauru Hill,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9494,Island Cliff,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9495,Herbert,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9493,Hilderthorpe,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9376,Matakanui,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9377,Becks,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9386,Saint Bathans,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9387,Moa Creek,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9073,Berwick,Otago,TRUE,39
"Shipping -  Otago (Oamaru, Lake Hayes , Waimate, Palmerston, Dunedin, Mosgiel, Milton , Alexandra, Cromwell, Arrowtown, Queenstown, Wanaka)",9074,Clarks,Otago,TRUE,39
